LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:8368eb,"<sprite tint=1 name=""Warning""> WANDERTIPP <sprite tint=1 name=""Warning"">","<sprite tint=1 name=""Warning""> HIKING TIP <sprite tint=1 name=""Warning"">",,Original,HawkPeakSignStart
line:4188b8,klettern verbraucht weniger Ausdauer als fliegen!,climbing uses less stamina than flying!,,Original,HawkPeakSignStart
line:06e25d,zum Klettern gegen eine Wand drücken und {{JumpButton}} halten,"to climb, push against a wall and hold {{JumpButton}}",,Original,HawkPeakSignStart
line:369fc3,"<sprite name=""LeftArrow"" tint=1> Meteorsee-Aussicht <sprite name=""RightArrow"" tint=1>\n<sprite name=""LeftArrow"" tint=1> Habichtsgipfelpfad\n<sprite name=""DownArrow"" tint=1> Schwarzholzpfad","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""LeftArrow"" tint=1> Hawk Peak Trail\n<sprite name=""DownArrow"" tint=1> Blackwood Trail",,Original,MeteorLakeSignStart
line:e9e473,"<sprite name=""LeftArrow"" tint=1> Meteorsee-Aussicht <sprite name=""RightArrow"" tint=1>\n<sprite name=""DownArrow"" tint=1> Habichtsgipfelpfad","<sprite name=""LeftArrow"" tint=1> Meteor Lake Overlook <sprite name=""RightArrow"" tint=1>\n<sprite name=""DownArrow"" tint=1> Hawk Peak Trail",,Original,MeteorLakeLeftSignStart
line:8e47b8,hey Claire!,hey claire!,This is a fox that's walking along the bridges on the east side of the island.,Original,BeachFoxStart
line:7e2d19,wie läuft dein tag so?,how's the day treatin' ya?,,Original,BeachFoxStart
line:3b05a7,naja,well,,Player,BeachFoxStart
line:81a9fb,ich komm grad erst\naus dem haus,i'm just getting out\nof the house now,,Player,BeachFoxStart
line:d5b624,ah,ah,,Original,BeachFoxStart
line:ef8af4,ist einer von diesen tagen,it's one of those kinds of days,,Original,BeachFoxStart
line:42c449,ja...,yeah...,,Player,BeachFoxStart
line:a6f8f9,ich war irgendwie,i've been kinda,,Player,BeachFoxStart
line:977278,den ganzen morgen gedanklich abwesend,caught up in my head all morning,,Player,BeachFoxStart
line:b18566,hmm,hmm,,Original,BeachFoxStart
line:8a30c4,"würdest du sagen, du fühlst dich...",would you say you feel...,,Original,BeachFoxStart
line:f10c07,...verloren und ziellos?,...lost and directionless?,,Original,BeachFoxStart
line:055150,äh,uh,,Player,BeachFoxStart
line:031c7b,vielleicht,maybe,,Player,BeachFoxStart
line:a5d39a,tja!,welp!,,Original,BeachFoxStart
line:f293a6,ich hab genau das richtige für dich!,i've got just the thing for you!,,Original,BeachFoxStart
line:1c70ff,"hier, nimm das",take this,,Original,BeachFoxStart
line:0dc524,um es zu benutzen,to use it,,Original,BeachFoxStart
line:344cd9,"<color=red>drück {{MenuButton}}</color>, um dein\ninventar zu öffnen",<color=red>press {{MenuButton}}</color> to open\nyour inventory,,Original,BeachFoxStart
line:671a7f,und wähl es dann im <color=red>gegenstände-menü</color>,then select it from the <color=red>items menu</color>,,Original,BeachFoxStart
line:586ba8,"oh, äh","oh, uh",,Player,BeachFoxStart
line:78bc2f,danke,thanks,,Player,BeachFoxStart
line:f67f9f,das wird bestimmt nützlich sein,this should come in handy,,Player,BeachFoxStart
line:4eb391,frohes wandern!,happy hiking!,,Original,BeachFoxStart
line:b848c9,wie benutz ich nochmal meinen kompass?,how do i use my compass again?,If the player talks to them again without the compass equipped.,Player,BeachFoxStart
line:da694d,"drück einfach <color=red>{{MenuButton}}</color>, um\n<color=red>dein inventar zu öffnen</color>",just <color=red>press {{MenuButton}}</color> to\n<color=red>open your inventory</color>,,Original,BeachFoxStart
line:1cf7a2,und wähl es dann im\n<color=red>gegenstände-menü</color>,then select it from\nthe <color=red>items menu</color>,,Original,BeachFoxStart
line:00e277,"ah, stimmt",ah right,,Player,BeachFoxStart
line:c6adcc,danke!,thanks!,,Player,BeachFoxStart
line:dc7149,"danke, dass du mir den kompass geliehen hast",thanks for lending me the compass,If the player talks to them with the compass.,Player,BeachFoxStart
line:10a2da,"ich bring ihn zurück,\nwenn ich mit der wanderung fertig bin",i'll get it back to you\nwhen i'm done my hike,,Player,BeachFoxStart
line:b883c4,"ach, nö","oh, nah",,Original,BeachFoxStart
line:b29652,behalt ihn,just keep it,,Original,BeachFoxStart
line:062d5d,"du weißt ja, was man sagt...",you know what they say...,,Original,BeachFoxStart
line:6bb6e1,"es bringt glück, zu wissen,\nwo norden ist!",it's good luck to know\nwhich way is north!,,Original,BeachFoxStart
line:612a85,äh,uh,,Player,BeachFoxStart
line:e1b0be,sagt man das?,do they say that?,,Player,BeachFoxStart
line:0b1c04,"ehrlich, bin ich nicht sicher","actually, i'm not sure",,Original,BeachFoxStart
line:40ba46,aber,but,,Original,BeachFoxStart
line:918947,pech bringt's bestimmt nicht!,it certainly can't be bad luck!,,Original,BeachFoxStart
line:a8b5f9,Willkommen im Habichtsgipfel-Provinzpark!,Welcome to Hawk Peak Provincial Park!,,Original,VisitorsCenterSignStart
line:692bdd,Genieße eine malerische Wanderung zum Aussichtspunkt\noder folge dem <color=yellow>Habichtsgipfelpfad</color> bis zum\nhöchsten Punkt der Provinz!,Enjoy a scenic trek to Outlook Point\nor follow <color=yellow>Hawk Peak Trail</color> up to the\nhighest point in the province!,,Original,VisitorsCenterSignStart
line:b1e575,"Obwohl diese Insel für ihren\nnamensgebenden Gipfel bekannt ist,","Although this island is known for\nits titular mountain peak,",,Original,VisitorsCenterSignStart
line:b107d7,beherbergt sie auch zahlreiche\nwunderschöne Strände und Wälder!,It is also home to a number of\nbeautiful beaches and forests!,,Original,VisitorsCenterSignStart
line:a83a22,Wusstest du schon?,Did you know?,,Original,VisitorsCenterSignStart
line:fcd4a8,Das berüchtigte Lokalgericht\n'Erdbeeren und Toast'\nwurde HIER am Habichtsgipfel erfunden!,The infamous local dish\n'Strawberries and Toast'\nwas invented HERE at Hawk Peak!,,Original,VisitorsCenterSignStart
line:ad24ec,Komm doch um 17 Uhr vorbei\nund genieße eine leckere Portion\ndieses historischen Gerichts!,Please join us at 5PM to\nenjoy a delicious serving\nof the historical dish!,,Original,VisitorsCenterSignStart
line:e688e0,uns geht der vorrat aus,we're kinda low on stock,If the player tries to buy merch from the Goat Ranger.,Original,BuyMerchStart
line:a7cf46,aber das ist eigentlich gut,"but that's good, actually",,Original,BuyMerchStart
line:20178a,es war eine hektische saison!,it's been a busy season!,,Original,BuyMerchStart
line:66f7eb,provinzparks liegen wohl\ngerade im trend oder so,provincial parks must be\ntrending or something,,Original,BuyMerchStart
line:33c393,kann gut sein!,it's possible!,,Player,BuyMerchStart
line:d29584,"naja, egal",anyway,,Original,BuyMerchStart
line:cf8544,nur noch ein hut übrig,we only have one hat left,,Original,BuyMerchStart
line:9178cb,der kostet 100 münzen,it costs 100 coins,,Original,BuyMerchStart
line:158b88,ich nehm ihn!,i'll take it!,Dialogue choice.,Player,BuyMerchStart
line:87ad79,"nö, lass ich mal","nah, i'll pass",Dialogue choice.,Player,BuyMerchStart
line:ec5216,probier ihn doch an!,why don't you try it on?,,Original,BuyMerchStart
line:c96132,"hmm, jetzt bist du blank...","hmm, you're all out of cash now...",If the player buys the hat before any feathers.,Original,BuyMerchStart
line:fb4cd6,wie wär's mit einer\ngratis goldenen feder dazu!,how about I throw in a\nfree golden feather!,,Original,BuyMerchStart
line:d29351,"oh, ähm,","oh uhhh,",If the player tries to buy the hat but can't afford it.,Original,BuyMerchStart
line:41e1d2,ich glaub nicht...,i don't think...,,Original,BuyMerchStart
line:e04b2d,dass du's leisten kannst,you can afford it,,Original,BuyMerchStart
line:bb012f,oh,oh,,Player,BuyMerchStart
line:a0e28c,achja,right,,Player,BuyMerchStart
line:d1acff,ok!,okay!,If you decline buying the hat.,Original,BuyMerchStart
line:3e75b5,ausverkauft!,we're all out!,If the player tries to buy a hat again.,Original,BuyMerchStart
line:ff23f2,du hast den letzten hut gekauft,you bought the last hat,,Original,BuyMerchStart
line:976599,bestellt ihr noch mehr nach?,are you guys gonna order more?,,Player,BuyMerchStart
line:44a915,erst nächste saison wieder,not until next season,,Original,BuyMerchStart
line:10e2e7,jede saison ist limitiert,each season is a limited run,,Original,BuyMerchStart
line:1154fb,"hab wohl glück gehabt,\nden letzten erwischt!",i guess i'm lucky i\ngot the last one!,,Player,BuyMerchStart
line:cd0ade,"haha, sieht wohl so aus!","haha, i suppose so!",,Original,BuyMerchStart
line:a2c392,"lass mich erklären, wie's funktioniert!",let me explain how they work!,The first time a player buys a golden feather.,Original,ExplainGoldenFeather
line:be6485,"wenn du <color=red>{{JumpButton}}</color> in der luft\ndrückst, kannst du mit den flügeln\nschlagen für einen doppelsprung!","if you press <color=red>{{JumpButton}}</color> while\nin midair, you can flap your\nwings for a double jump!",,Original,ExplainGoldenFeather
line:ef3fcb,aber das ist nicht alles!,but that's not all!,,Original,ExplainGoldenFeather
line:c6d6ba,"um eine wand zu erklimmen, drück dich rein und <color=red>halt {{JumpButton}}</color>","to climb a wall, push against it and <color=red>hold {{JumpButton}}</color>",,Original,ExplainGoldenFeather
line:4577c7,"je mehr goldene federn du\nhast, desto besser kannst du\nklettern und fliegen","the more golden feathers you\nhave, the more you'll be able\nto climb and fly",,Original,ExplainGoldenFeather
line:a6796e,viel spaß da draußen!,have fun out there!,,Original,ExplainGoldenFeather
line:bb7420,heyo!,heyo!,This is a dog character who is hiking on the west side of the mountain.,Original,HikingUp
line:2d4461,wie läuft die wanderung so?,how's the hike treating you?,,Original,HikingUp
line:366ec1,"oh, äh","oh, uh",,Player,HikingUp
line:591331,war ganz nett,it's been nice,,Player,HikingUp
line:a69641,es ist wirklich schön hier,it's really beautiful here,,Player,HikingUp
line:75795e,"ich weiß, oder!",i know right!,,Original,HikingUp
line:dcdf46,die aussicht von oben wird...,the view from the top will be...,,Original,HikingUp
line:e5ee40,SO,SO,,Original,HikingUp
line:e3110d,GUT!!,GOOD!!,,Original,HikingUp
line:74b492,du gehst auch zum <color=red>Habichtsgipfel</color>!?,you're going to <color=red>Hawk Peak</color> too!?,,Player,HikingUp
line:562b58,"oh, nein","oh, no",,Original,HikingUp
line:d97d0c,das ist mir zu heftig,that's too intense for me,,Original,HikingUp
line:f55ea7,...,...,,Player,HikingUp
line:41bad1,ich geh nur zum Aussichtspunkt,i'm just going to Outlook Point,,Original,HikingUp
line:456d6f,sehen wir uns dort?,will i see ya there?,,Original,HikingUp
line:bef5f5,"ja, wir treffen uns oben!","yeah, i'll meet you at the top!",Dialogue choice.,Player,HikingUp
line:66d427,"äh, vielleicht","uh, maybe",Dialogue choice.,Player,HikingUp
line:88e0af,super!,awesome!,If the player agrees.,Original,HikingUp
line:f6e445,man sieht sich!,catch ya later!,,Original,HikingUp
line:10254b,"na dann, bis irgendwann!","well, see ya around!",If the player declines.,Original,HikingUp
line:d68d22,ich geh wieder rauf zum turm,i'm heading back up to the tower,If the dog already reached the top and is heading back up.,Original,HikingUp
line:be5ef3,muss ja irgendwie fit bleiben,i gotta get that exercise in,,Original,HikingUp
line:ae00f9,man sieht sich!,see ya around!,,Original,HikingUp
line:4f2346,der Gutbachweg ist echt hübsch,Good Creek Path is really pretty,If the player talks to the dog before they've reached the top.,Original,HikingUp
line:632631,früher hat er mal\nzum Harbord-Grat abgezweigt,"a long time ago, it used to\nbranch off to Harbord Ridge",,Original,HikingUp
line:0f34a2,"aber der weg wurde bei einem\nunwetter beschädigt, und sie haben\ndie schilder abmontiert",but the path was damaged in\na rainstorm and they took\nthe signs down,,Original,HikingUp
line:55a2ef,was für ein schöner tag!,what a pretty day!,If the player talks to the dog before they've reached the top again.,Original,HikingUp
line:66b8b5,heyo!,heyo!,If the player talks to the dog first while they're heading down.,Original,HikingDown
line:2fd1f2,wie läuft die wanderung so?,how's the hike treating you?,,Original,HikingDown
line:1120be,"oh, äh","oh, uh",,Player,HikingDown
line:a23900,war ganz nett,it's been nice,,Player,HikingDown
line:4eb4ce,es ist wirklich schön hier,it's really beautiful here,,Player,HikingDown
line:4235b1,"ich weiß, oder!",i know right!,,Original,HikingDown
line:45d8a8,die aussicht von oben war...,the view from the top was...,,Original,HikingDown
line:0ded11,SO,SO,,Original,HikingDown
line:ce0874,GUT!!,GOOD!!,,Original,HikingDown
line:9c2490,du hast es zum <color=red>Habichtsgipfel</color> geschafft!?,you made it up to <color=red>Hawk Peak</color>!?,,Player,HikingDown
line:e8cea1,"oh, nein","oh, no",,Original,HikingDown
line:39b4ec,das ist mir zu heftig,that's too intense for me,,Original,HikingDown
line:4587d1,...,...,,Player,HikingDown
line:c40345,ich komm grad vom Aussichtspunkt,i've just come from Outlook Point,,Original,HikingDown
line:ebbebf,"ich dreh noch ein paar runden,\num fit zu bleiben",i'm gonna do a few rounds\nto get my exercise in,,Original,HikingDown
line:5b64a7,"ohne angeberei, aber","not to brag, but",,Original,HikingDown
line:8a6f60,bin ziemlich schnell,i'm pretty fast,,Original,HikingDown
line:413a40,vielleicht sehen wir uns\ngleich da oben!,maybe i'll see you\nup there in a few!,,Original,HikingDown
line:6b2c09,"ja, wir treffen uns oben!","yeah, i'll meet you at the top!",Dialogue choice.,Player,HikingDown
line:1b843f,"äh, vielleicht","uh, maybe",Dialogue choice.,Player,HikingDown
line:cf9a29,super!,awesome!,,Original,HikingDown
line:879d6e,man sieht sich!,catch ya later!,,Original,HikingDown
line:e3cd9c,"na dann, bis irgendwann!","well, see ya around!",,Original,HikingDown
line:57905d,mann,man,If the player talks to the dog just after having seen them at the top.,Original,HikingDown
line:665f1b,"wünschte, ich würd hier leben",i wished i lived here,,Original,HikingDown
line:cff274,ich würd diese wanderung täglich machen,i would do this hike every single day,,Original,HikingDown
line:35527c,und ich würd's nie leid werden,and i'd never get tired of it,,Original,HikingDown
line:cfec4b,du könntest hier im park arbeiten!,you could get a job at the park!,,Player,HikingDown
line:fd152d,meine tante arbeitet hier und\ndarf den ganzen sommer hier wohnen,"my aunt works here, and she\ngets to live here all summer",,Player,HikingDown
line:7f4368,*seufz*,*sigh*,,Original,HikingDown
line:e74b7a,wär schön,i wish,,Original,HikingDown
line:f5ed00,ich kann nicht einfach so\ndie stadt verlassen,i can't just up and\nleave the city,,Original,HikingDown
line:97619f,"na, könntest du doch!","well, you could!",Dialogue choice.,Player,HikingDown
line:1fd66e,"ja, versteh ich","yeah, i get it",Dialogue choice.,Player,HikingDown
line:762691,"ich meine, leicht wär's nicht","i mean, it wouldn't be easy","If the player says ""you could!""",Player,HikingDown
line:b61c4e,aber vielleicht wär's das wert,might be worth it though,,Player,HikingDown
line:d1f04e,"ha, ja...","ha, yeah...",,Original,HikingDown
line:d27b91,vielleicht mal!,maybe someday!,,Original,HikingDown
line:07768a,"du müsstest ja zurücklassen, so","you'd have to leave behind, like","If the player says ""yeah, i get it.""",Player,HikingDown
line:97475a,deine freunde,your friends,,Player,HikingDown
line:af85ff,deine wohnung,your apartment,,Player,HikingDown
line:33cdc0,deinen job...,your job...,,Player,HikingDown
line:7764fb,"ja, wär schon hart","yeah, it would tough",,Original,HikingDown
line:22d165,"na dann, muss weiter wandern!","well, i gotta get my hike on!",,Original,HikingDown
line:7e0585,man sieht sich!,catch ya later!,,Original,HikingDown
line:4f2bc3,heyyooo,heyyooo,"If the player talks to the dog heading down, after having missed them at the top.",Original,HikingDown
line:b15c74,ich war grad oben am Aussichtspunkt,i was just up at Outlook Point,,Original,HikingDown
line:4c2206,hab dich da aber nicht gesehen,i didn't see ya there though,,Original,HikingDown
line:eace63,hoppla!,whoops!,,Player,HikingDown
line:62fa4b,du solltest da echt mal hin,you gotta check it out though,,Original,HikingDown
line:239198,die aussicht ist fantastisch.,the view is fantastic.,,Original,HikingDown
line:0de906,ich plane noch ein paar runden zu drehen,i'm planning on making a few rounds,,Original,HikingDown
line:f7fa28,muss ja fit bleiben!,gotta get that exercise in!,,Original,HikingDown
line:f3b062,mann,man,If you talk to the dog at the top of Outlook Point.,Original,AtTopOfHike
line:8608c5,man spürt den wind hier oben richtig!,you can really feel the wind up here!,,Original,AtTopOfHike
